priority_rank,competition_id,problem_id,source_event_id,source_round_id,boulder_number,leaderboard_route_id,event_date,event_name,source_scope,source_url,event_tier,category,round_name,linked_outcomes,linked_athletes,zone_rate,top_rate,rows_with_both_board_metrics,mean_physical_metrics_available,outcome_spread,priority_rule,tag_status
74,CEC|event:98,CEC|event:98|route:8045,98,1856,7,8045,2025-01-24,2025 HP Competition,CEC,/api/v1/category_rounds/1856/results,Regional / local,Men,Qualification,3,3,0.6666666666666666,0.3333333333333333,3,7.666666666666667,0.4444444444444445,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
75,CEC|event:225,CEC|event:225|route:22594,225,4461,5,22594,2026-05-02,2026 NACS Boulder,CEC,/api/v1/category_rounds/4461/results,Continental / cross-border,Men,Qualification,3,3,0.6666666666666666,0.6666666666666666,2,12.333333333333334,0.4444444444444445,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
76,CEC|event:211,CEC|event:211|route:19897,211,4060,4,19897,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4060/results,Regional / local youth,Juvénile A hommes,Finales,3,3,1.0,0.3333333333333333,3,11.0,0.22222222222222224,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
77,CEC|event:123,CEC|event:123|route:9787,123,2334,3,9787,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2334/results,National championship youth,U19 Male,Finals,3,3,1.0,0.6666666666666666,3,8.333333333333334,0.22222222222222224,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
78,CEC|event:123,CEC|event:123|route:9788,123,2334,4,9788,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2334/results,National championship youth,U19 Male,Finals,3,3,1.0,0.6666666666666666,3,8.333333333333334,0.22222222222222224,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
79,CEC|event:98,CEC|event:98|route:7599,98,1856,1,7599,2025-01-24,2025 HP Competition,CEC,/api/v1/category_rounds/1856/results,Regional / local,Men,Qualification,3,3,1.0,0.6666666666666666,3,7.666666666666667,0.22222222222222224,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
80,CEC|event:98,CEC|event:98|route:7602,98,1856,4,7602,2025-01-24,2025 HP Competition,CEC,/api/v1/category_rounds/1856/results,Regional / local,Men,Qualification,3,3,1.0,0.3333333333333333,3,7.666666666666667,0.22222222222222224,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
81,CEC|event:98,CEC|event:98|route:7603,98,1856,5,7603,2025-01-24,2025 HP Competition,CEC,/api/v1/category_rounds/1856/results,Regional / local,Men,Qualification,3,3,1.0,0.6666666666666666,3,7.666666666666667,0.22222222222222224,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
82,CEC|event:225,CEC|event:225|route:22590,225,4461,1,22590,2026-05-02,2026 NACS Boulder,CEC,/api/v1/category_rounds/4461/results,Continental / cross-border,Men,Qualification,3,3,0.6666666666666666,0.0,2,12.333333333333334,0.22222222222222224,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
83,CEC|event:225,CEC|event:225|route:22591,225,4461,2,22591,2026-05-02,2026 NACS Boulder,CEC,/api/v1/category_rounds/4461/results,Continental / cross-border,Men,Qualification,3,3,0.6666666666666666,0.0,2,12.333333333333334,0.22222222222222224,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
84,CEC|event:217,CEC|event:217|route:20970,217,4193,1,20970,2026-04-18,Youth Eastern Regionals 25/26,CEC,/api/v1/category_rounds/4193/results,Regional / local youth,U19 Male,Finals,3,3,1.0,0.3333333333333333,1,9.0,0.22222222222222224,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
85,CEC|event:211,CEC|event:211|route:19894,211,4060,1,19894,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4060/results,Regional / local youth,Juvénile A hommes,Finales,3,3,1.0,1.0,3,11.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
86,CEC|event:153,CEC|event:153|route:14000,153,2861,1,14000,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2861/results,Regional / local youth,Juvénile A hommes,Finales,3,3,1.0,1.0,3,9.666666666666666,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
87,CEC|event:153,CEC|event:153|route:14001,153,2861,2,14001,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2861/results,Regional / local youth,Juvénile A hommes,Finales,3,3,1.0,1.0,3,9.666666666666666,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
88,CEC|event:153,CEC|event:153|route:14002,153,2861,3,14002,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2861/results,Regional / local youth,Juvénile A hommes,Finales,3,3,1.0,1.0,3,9.666666666666666,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
89,CEC|event:153,CEC|event:153|route:14003,153,2861,4,14003,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2861/results,Regional / local youth,Juvénile A hommes,Finales,3,3,1.0,1.0,3,9.666666666666666,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
90,CEC|event:123,CEC|event:123|route:9785,123,2334,1,9785,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2334/results,National championship youth,U19 Male,Finals,3,3,1.0,0.0,3,8.333333333333334,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
91,CEC|event:123,CEC|event:123|route:9786,123,2334,2,9786,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2334/results,National championship youth,U19 Male,Finals,3,3,1.0,1.0,3,8.333333333333334,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
92,CEC|event:98,CEC|event:98|route:7600,98,1856,2,7600,2025-01-24,2025 HP Competition,CEC,/api/v1/category_rounds/1856/results,Regional / local,Men,Qualification,3,3,1.0,1.0,3,7.666666666666667,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
93,CEC|event:98,CEC|event:98|route:7601,98,1856,3,7601,2025-01-24,2025 HP Competition,CEC,/api/v1/category_rounds/1856/results,Regional / local,Men,Qualification,3,3,0.0,0.0,3,7.666666666666667,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
94,CEC|event:98,CEC|event:98|route:8044,98,1856,6,8044,2025-01-24,2025 HP Competition,CEC,/api/v1/category_rounds/1856/results,Regional / local,Men,Qualification,3,3,1.0,0.0,3,7.666666666666667,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
95,CEC|event:98,CEC|event:98|route:8046,98,1856,8,8046,2025-01-24,2025 HP Competition,CEC,/api/v1/category_rounds/1856/results,Regional / local,Men,Qualification,3,3,0.0,0.0,3,7.666666666666667,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
96,CEC|event:225,CEC|event:225|route:22592,225,4461,3,22592,2026-05-02,2026 NACS Boulder,CEC,/api/v1/category_rounds/4461/results,Continental / cross-border,Men,Qualification,3,3,1.0,0.0,2,12.333333333333334,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
97,CEC|event:225,CEC|event:225|route:22593,225,4461,4,22593,2026-05-02,2026 NACS Boulder,CEC,/api/v1/category_rounds/4461/results,Continental / cross-border,Men,Qualification,3,3,0.0,0.0,2,12.333333333333334,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
98,CEC|event:217,CEC|event:217|route:20971,217,4193,2,20971,2026-04-18,Youth Eastern Regionals 25/26,CEC,/api/v1/category_rounds/4193/results,Regional / local youth,U19 Male,Finals,3,3,1.0,0.0,1,9.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
99,CEC|event:217,CEC|event:217|route:20972,217,4193,3,20972,2026-04-18,Youth Eastern Regionals 25/26,CEC,/api/v1/category_rounds/4193/results,Regional / local youth,U19 Male,Finals,3,3,1.0,0.0,1,9.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
100,CEC|event:217,CEC|event:217|route:20973,217,4193,4,20973,2026-04-18,Youth Eastern Regionals 25/26,CEC,/api/v1/category_rounds/4193/results,Regional / local youth,U19 Male,Finals,3,3,1.0,1.0,1,9.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
101,CEC|event:224,CEC|event:224|route:22468,224,4423,6,22468,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4423/results,National championship youth,U17 Female,Qualification,2,2,0.5,0.5,2,10.5,0.5,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
102,CEC|event:192,CEC|event:192|route:17877,192,3684,4,17877,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3684/results,Regional / local youth,Juvénile B femmes,Finales,2,2,0.5,0.5,2,10.5,0.5,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
103,CEC|event:77,CEC|event:77|route:6404,77,1581,1,6404,2024-06-22,2024 NACS,CEC,/api/v1/category_rounds/1581/results,Continental / cross-border,Men,Qualification,2,2,0.5,0.5,2,8.0,0.5,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
104,CEC|event:75,CEC|event:75|route:5999,75,1507,2,5999,2024-05-16,Youth Boulder National Championships,CEC,/api/v1/category_rounds/1507/results,National championship youth,U19 Male,Semi-Finals,2,2,0.5,0.5,2,8.0,0.5,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
105,CEC|event:75,CEC|event:75|route:6165,75,1499,2,6165,2024-05-16,Youth Boulder National Championships,CEC,/api/v1/category_rounds/1499/results,National championship youth,U19 Male,Qualification,2,2,0.5,0.5,2,8.0,0.5,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
106,CEC|event:123,CEC|event:123|route:9748,123,2330,4,9748,2025-05-15,2024-2025 Youth Boulder National Championships (Boulder & Lead),CEC,/api/v1/category_rounds/2330/results,National championship youth,U17 Male,Semi-Finals,2,2,0.5,0.5,2,7.0,0.5,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
107,CEC|event:121,CEC|event:121|route:9533,121,2235,1,9533,2025-05-03,2025 NACS,CEC,/api/v1/category_rounds/2235/results,Continental / cross-border,Women,Qualification,2,2,0.5,0.5,2,7.0,0.5,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
108,CEC|event:121,CEC|event:121|route:9536,121,2235,4,9536,2025-05-03,2025 NACS,CEC,/api/v1/category_rounds/2235/results,Continental / cross-border,Women,Qualification,2,2,0.5,0.5,2,7.0,0.5,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
109,CEC|event:225,CEC|event:225|route:22611,225,4484,4,22611,2026-05-02,2026 NACS Boulder,CEC,/api/v1/category_rounds/4484/results,Continental / cross-border,Men,Finals,2,2,0.5,0.0,2,14.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
110,IFSC|event:1522,IFSC|event:1522|route:19283,1522,10639,1,19283,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10639/results,International other youth,U17 Women,Qualification,2,2,1.0,0.5,2,10.5,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
111,IFSC|event:1522,IFSC|event:1522|route:19285,1522,10639,3,19285,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10639/results,International other youth,U17 Women,Qualification,2,2,1.0,0.5,2,10.5,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
112,IFSC|event:1522,IFSC|event:1522|route:19286,1522,10639,4,19286,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10639/results,International other youth,U17 Women,Qualification,2,2,0.5,0.0,2,10.5,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
113,CEC|event:224,CEC|event:224|route:23245,224,4454,2,23245,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4454/results,National championship youth,U17 Female,Semi-Finals,2,2,1.0,0.5,2,10.5,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
114,IFSC|event:1418,IFSC|event:1418|route:17166,1418,9835,2,17166,2025-07-28,IFSC Youth World Championships Helsinki 2025,IFSC,/api/v1/category_rounds/9835/results,World major youth,U19 Men,Qualification,2,2,0.5,0.0,2,8.5,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
115,IFSC|event:1396,IFSC|event:1396|route:13626,1396,9014,1,13626,2024-08-22,IFSC Youth World Championships Guiyang 2024,IFSC,/api/v1/category_rounds/9014/results,World major youth,Youth A Male,Qualification,2,2,1.0,0.5,2,8.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
116,IFSC|event:1396,IFSC|event:1396|route:13627,1396,9014,2,13627,2024-08-22,IFSC Youth World Championships Guiyang 2024,IFSC,/api/v1/category_rounds/9014/results,World major youth,Youth A Male,Qualification,2,2,0.5,0.0,2,8.0,0.25,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
