event_date,event_name,source_scope,event_tier,rating_context,direct_context_head,classification_reason,all_results_update_shared_skill,direct_label_controls_input_eligibility
2000-07-11,UIAA Worldcup - Chamonix (FRA) 2000,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2000-07-16,Masters - Serre Chevalier (FRA) 2000,IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2000-07-19,Int. Event - Serre Chevalier (FRA) 2000,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2000-07-21,UIAA Worldcup - Beauregard (ITA) 2000,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2000-07-24,Int. Event - L'Argentiere (FRA) 2000,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2000-08-03,UIAA Worldcup - München (GER) 2000,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2000-08-31,UIAA World Youth Championship - Amsterdam (NED) 2000,IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2000-08-31,UIAA Worldcup - Grenoble (FRA) 2000,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2000-09-08,Int. Event - Rock Master Arco (ITA) 2000,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2000-09-08,Swiss Cup - Meiringen 2000,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2000-09-08,Swiss Cup - Meiringen 2000,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2000-09-15,UIAA Worldcup - Rovereto (ITA) 2000,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2000-09-15,Schweizer Meisterschaft - Schlieren 2000,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2000-09-15,Schweizer Meisterschaft - Schlieren 2000,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2000-09-22,UIAA Worldcup - Lecco (ITA) 2000,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2000-09-28,UIAA Worldcup - Courmayeur (ITA) 2000,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2000-10-06,UIAA European Championship - München (GER) 2000,IFSC,Continental championship,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2000-10-07,Swiss Cup Jugend - Freiburg 2000,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2000-10-07,Swiss Cup Jugend - Freiburg 2000,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2000-10-13,1. Int. SALEWA Masters - Scheidegg 2000,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2000-10-27,European Youth Cup - L'Aprica (ITA) 2000,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2000-11-01,UIAA Worldcup - Nantes (FRA) 2000,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2000-11-10,Swiss Cup Boulder - Adliswil 2000,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2000-11-10,Swiss Cup Boulder - Adliswil 2000,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2000-11-16,UIAA Worldcup - Kranj (SLO) 2000,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2000-11-23,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,IFSC,Continental championship,Senior / Open,IFSC_REG:ASIA,direct IFSC regional/continental evidence,True,False
2000-12-01,European Youth Cup - Kranj (SLO) 2000,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2001-02-02,North American Youth Championship - Berkeley (USA) 2001,IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2001-03-16,Reg. Event - Nordic Championship - Malmö (SWE) 2001,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2001-03-28,European Youth Cup Speed - Apatity (RUS) 2001,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2001-03-30,European Youth Cup - Apatity (RUS) 2001,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2001-04-06,European Youth Cup - Trieste (ITA) 2001,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2001-05-12,SWISS CUP - Genf/GE 2001,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2001-05-12,SWISS CUP - Genf/GE 2001,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2001-05-20,Swiss Cup Jugend - Chur/GR 2001,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2001-05-20,Swiss Cup Jugend - Chur/GR 2001,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2001-06-15,European Youth Cup - Imst (AUT) 2001,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2001-06-21,UIAA Youth World Championship - Imst(AUT) 2001,IFSC,World major youth,Youth,IFSC_WORLD_YOUTH,"direct Youth World evidence; transition context, not adult WC evidence",True,False
2001-06-21,UIAA Youth World Championship SPEED - Imst (AUT) 2001,IFSC,World major youth,Youth,IFSC_WORLD_YOUTH,"direct Youth World evidence; transition context, not adult WC evidence",True,False
2001-06-29,European Youth Cup - Arco (ITA) 2001,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2001-06-29,UIAA Worldcup - GAP (FRA) 2001,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2001-07-11,UIAA Worldcup - Chamonix (FRA) 2001,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2001-07-19,Int. Event - Serre Chevalier (FRA) 2001,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2001-07-21,UIAA Worldcup - Munich (GER ) 2001,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2001-07-26,Int. Event - L'Argentiere (FRA) 2001,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2001-08-25,Schweizer Meisterschaft Difficulty - Meiringen/BE 2001,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2001-08-25,Schweizer Meisterschaft Difficulty - Meiringen/BE 2001,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2001-08-31,UIAA Worldcup - Rovereto (ITA) 2001,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2001-09-05,UIAA World Championship - Winterthur (SUI) 2001,IFSC,World major,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2001-09-13,1st UIAA ASIAN CUP - Kunming (CHN),IFSC,Continental series,Senior / Open,IFSC_REG:ASIA,direct IFSC regional/continental evidence,True,False
2001-09-14,Int. Event - Rock Master Arco (ITA) 2001,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2001-09-15,SWISS CUP Finale - Schlieren/ZH 2001,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2001-09-15,SWISS CUP Finale - Schlieren/ZH 2001,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2001-09-21,UIAA Worldcup - Lecco (ITA) 2001,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2001-10-05,Int. Event - Blocmaster Grenoble (FRA) 2001,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2001-10-12,European Youth Cup - Aprica (ITA) 2001,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2001-10-13,2. Int. SALEWA Masters - Scheidegg (GER) 2001,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2001-10-18,UIAA Worldcup - Aprica (ITA) 2001,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2001-11-02,UIAA Worldcup - Kuala Lumpur (MAS) 2001,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2001-11-16,UIAA Worldcup - Kranj (SLO) 2001,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2001-11-23,Asian Bouldering Championship - Taipei (TPE) 2001,IFSC,Continental championship,Senior / Open,IFSC_REG:ASIA,direct IFSC regional/continental evidence,True,False
2001-12-06,UIAA Worldcup - Birmingham (GBR) 2001,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2001-12-07,European Youth Cup - Birmingham (GBR) 2001,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2002-04-06,Maverick Climbing Cup Bouldern - Schaffhausen / SH,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2002-04-06,Maverick Climbing Cup Bouldern - Schaffhausen / SH,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2002-04-12,Maverick Climbing Cup Bouldern - Winterthur / ZH,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2002-04-12,Maverick Climbing Cup Bouldern - Winterthur / ZH,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2002-04-20,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2002-04-20,Schweizermeisterschaft Bouldern - Genf / GE 2002,SAC-CAS,National championship,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2002-04-20,Schweizermeisterschaft Bouldern - Genf / GE 2002,SAC-CAS,National championship youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2002-04-26,UIAA Worldcup - Bolzano (ITA) 2002,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-05-05,Schweizer Meisterschaft Speed - Luzern / LU 2002,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2002-05-05,Schweizer Meisterschaft Speed - Luzern / LU 2002,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2002-05-17,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-05-22,2. UIAA Worldcup - Yekaterinburg (RUS) 2002,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-05-25,3. UIAA Worldcup - Yekaterinburg (RUS) 2002,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-06-06,UIAA Worldcup - Imst (AUT) 2002,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-06-13,UIAA Worldcup - Fiera di Primiero (ITA) 2002,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-06-14,European Youth Cup - Imst (AUT) 2002,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2002-06-21,European Youth Cup - Arco (ITA) 2002,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2002-06-24,UIAA Worldcup - Lecco (ITA) 2002 - speed,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-06-25,UIAA Worldcup - Lecco (ITA) 2002 - boulder,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-06-28,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-07-11,UIAA European Championship - Chamonix (FRA) 2002,IFSC,Continental championship,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2002-07-18,Int. Event - Serre Chevalier (FRA) 2002,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2002-07-25,Int. Event - L'Argentière (FRA) 2002,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2002-07-28,Int. Event - Speed Rock - Daone (ITA),IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2002-08-23,UIAA Worldcup - Singapore (SIN) 2002,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-09-06,Int. Event - Arco Rockmaster (ITA) 2002,IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2002-09-13,UIAA Worldcup - Rovereto (ITA) 2002,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-09-14,Maverick Climbing Cup Difficulty - Schlieren / ZH,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2002-09-14,Maverick Climbing Cup Difficulty - Schlieren / ZH,SAC-CAS,Regional / local youth,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2002-09-26,UIAA Youth World Championship Speed - Canteleu (FRA) 2002,IFSC,World major youth,Youth,IFSC_WORLD_YOUTH,"direct Youth World evidence; transition context, not adult WC evidence",True,False
2002-09-27,UIAA World Youth Championship - Canteleu (FRA) 2002,IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2002-10-11,UIAA Asian Championship - Toyama (JPN) 2002,IFSC,Continental championship,Senior / Open,IFSC_REG:ASIA,direct IFSC regional/continental evidence,True,False
2002-10-17,UIAA Worldcup - Aprica (ITA) 2002,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2002-11-08,European Youth Cup - Veliko Tarnovo (BUL) 2002,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2002-11-15,UIAA Worldcup - Kranj (SLO) 2002,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
